Fx(MMG maneuvering ship MMG maneuvering),Fx(MMG maneuvering ship NED),Fx(MMG maneuvering ship ship),Fx(blocked states ship ship),Fx(fictitious forces ship NED),Fx(fictitious forces ship ship),Fx(propellerAndRudder(propeller) ship NED),Fx(propellerAndRudder(propeller) ship propellerAndRudder),Fx(propellerAndRudder(propeller) ship ship),Fx(propellerAndRudder(rudder) ship NED),Fx(propellerAndRudder(rudder) ship ship),Fx(propellerAndRudder ship NED),Fx(propellerAndRudder ship propellerAndRudder),Fx(propellerAndRudder ship ship),Fx(sum of forces ship NED),Fx(sum of forces ship ship),Fy(MMG maneuvering ship MMG maneuvering),Fy(MMG maneuvering ship NED),Fy(MMG maneuvering ship ship),Fy(blocked states ship ship),Fy(fictitious forces ship NED),Fy(fictitious forces ship ship),Fy(propellerAndRudder(propeller) ship NED),Fy(propellerAndRudder(propeller) ship propellerAndRudder),Fy(propellerAndRudder(propeller) ship ship),Fy(propellerAndRudder(rudder) ship NED),Fy(propellerAndRudder(rudder) ship ship),Fy(propellerAndRudder ship NED),Fy(propellerAndRudder ship propellerAndRudder),Fy(propellerAndRudder ship ship),Fy(sum of forces ship NED),Fy(sum of forces ship ship),Fz(MMG maneuvering ship MMG maneuvering),Fz(MMG maneuvering ship NED),Fz(MMG maneuvering ship ship),Fz(blocked states ship ship),Fz(fictitious forces ship NED),Fz(fictitious forces ship ship),Fz(propellerAndRudder(propeller) ship NED),Fz(propellerAndRudder(propeller) ship propellerAndRudder),Fz(propellerAndRudder(propeller) ship ship),Fz(propellerAndRudder(rudder) ship NED),Fz(propellerAndRudder(rudder) ship ship),Fz(propellerAndRudder ship NED),Fz(propellerAndRudder ship propellerAndRudder),Fz(propellerAndRudder ship ship),Fz(sum of forces ship NED),Fz(sum of forces ship ship),Mx(MMG maneuvering ship MMG maneuvering),Mx(MMG maneuvering ship NED),Mx(MMG maneuvering ship ship),Mx(blocked states ship ship),Mx(fictitious forces ship NED),Mx(fictitious forces ship ship),Mx(propellerAndRudder(propeller) ship NED),Mx(propellerAndRudder(propeller) ship propellerAndRudder),Mx(propellerAndRudder(propeller) ship ship),Mx(propellerAndRudder(rudder) ship NED),Mx(propellerAndRudder(rudder) ship ship),Mx(propellerAndRudder ship NED),Mx(propellerAndRudder ship propellerAndRudder),Mx(propellerAndRudder ship ship),Mx(sum of forces ship NED),Mx(sum of forces ship ship),My(MMG maneuvering ship MMG maneuvering),My(MMG maneuvering ship NED),My(MMG maneuvering ship ship),My(blocked states ship ship),My(fictitious forces ship NED),My(fictitious forces ship ship),My(propellerAndRudder(propeller) ship NED),My(propellerAndRudder(propeller) ship propellerAndRudder),My(propellerAndRudder(propeller) ship ship),My(propellerAndRudder(rudder) ship NED),My(propellerAndRudder(rudder) ship ship),My(propellerAndRudder ship NED),My(propellerAndRudder ship propellerAndRudder),My(propellerAndRudder ship ship),My(sum of forces ship NED),My(sum of forces ship ship),Mz(MMG maneuvering ship MMG maneuvering),Mz(MMG maneuvering ship NED),Mz(MMG maneuvering ship ship),Mz(blocked states ship ship),Mz(fictitious forces ship NED),Mz(fictitious forces ship ship),Mz(propellerAndRudder(propeller) ship NED),Mz(propellerAndRudder(propeller) ship propellerAndRudder),Mz(propellerAndRudder(propeller) ship ship),Mz(propellerAndRudder(rudder) ship NED),Mz(propellerAndRudder(rudder) ship ship),Mz(propellerAndRudder ship NED),Mz(propellerAndRudder ship propellerAndRudder),Mz(propellerAndRudder ship ship),Mz(sum of forces ship NED),Mz(sum of forces ship ship),p(ship),p_filtered(ship),phi(ship),phi_filtered(ship),propellerAndRudder(P/D),propellerAndRudder(beta),propellerAndRudder(rpm),psi(ship),psi_filtered(ship),q(ship),q_filtered(ship),qi(ship),qj(ship),qk(ship),qr(ship),r(ship),r_filtered(ship),t,theta(ship),theta_filtered(ship),u(ship),u_filtered(ship),v(ship),v_filtered(ship),w(ship),w_filtered(ship),x(ship),x_filtered(ship),y(ship),y_filtered(ship),z(ship),z_filtered(ship)
-8.157755e+00,-3.234921e+01,-8.157755e+00,-8.881784e-16,2.168707e+01,-6.047902e+00,2.835564e+00,9.218446e+00,9.218446e+00,5.158462e+00,-2.599840e+00,7.994026e+00,6.618606e+00,6.618606e+00,-2.668121e+00,-7.587051e+00,3.182576e+01,1.884104e+00,3.182576e+01,-1.110223e-16,-1.336684e+01,-2.454771e+01,8.771506e+00,0.000000e+00,0.000000e+00,-4.399886e+00,-6.354681e+00,4.371620e+00,-6.354681e+00,-6.354681e+00,-7.111116e+00,9.233734e-01,0.000000e+00,-5.422798e+00,0.000000e+00,4.343786e+00,9.530527e-01,-3.277565e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.082775e+00,0.000000e+00,1.082775e+00,0.000000e+00,0.000000e+00,-3.386970e+00,-3.277565e+00,9.178380e-01,2.134469e+00,9.178380e-01,-1.110223e-16,-4.996876e-01,-1.006456e+00,-1.235983e+00,-0.000000e+00,0.000000e+00,-1.474561e+00,5.401478e-01,-2.710544e+00,-1.080296e-01,5.401478e-01,-1.075763e+00,4.515297e-01,0.000000e+00,-1.096748e+00,0.000000e+00,-7.650644e-01,1.615339e-01,5.982773e-01,3.995560e-01,0.000000e+00,9.402815e-01,1.318169e+00,0.000000e+00,1.717725e+00,2.651837e-01,9.402815e-01,7.825113e-01,1.538559e+00,-1.358837e+01,-1.173329e+01,-1.358837e+01,0.000000e+00,1.859763e-08,1.341413e+00,-2.246148e-01,0.000000e+00,0.000000e+00,1.108445e+01,1.155460e+01,1.085983e+01,8.406090e-01,1.155460e+01,-8.734609e-01,-6.923549e-01,2.518780e-02,2.518780e-02,-1.712256e-01,-1.712256e-01,0.000000e+00,-6.108652e-01,9.424778e+01,1.258130e+00,1.258130e+00,-2.723469e-02,-2.723469e-02,-6.914010e-02,-5.031213e-02,5.862340e-01,8.056165e-01,1.574998e-01,1.574998e-01,9.900000e+00,-1.387779e-17,-1.387779e-17,8.506735e-01,8.506735e-01,-2.048304e-01,-2.048304e-01,-3.559765e-02,-3.559765e-02,9.917814e+00,9.917814e+00,3.197124e+00,3.197124e+00,0.000000e+00,0.000000e+00
-8.103656e+00,-3.227445e+01,-8.103656e+00,-8.881784e-16,2.174261e+01,-6.016611e+00,2.702697e+00,9.244221e+00,9.244221e+00,5.237540e+00,-2.603141e+00,7.940237e+00,6.641080e+00,6.641080e+00,-2.591602e+00,-7.479187e+00,3.172058e+01,1.393172e+00,3.172058e+01,-1.110223e-16,-1.293875e+01,-2.441860e+01,8.840308e+00,0.000000e+00,0.000000e+00,-4.323321e+00,-6.362749e+00,4.516987e+00,-6.362749e+00,-6.362749e+00,-7.028594e+00,9.392335e-01,0.000000e+00,-5.318197e+00,0.000000e+00,4.253659e+00,1.139235e+00,-2.997153e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.066763e+00,0.000000e+00,1.066763e+00,0.000000e+00,0.000000e+00,-3.112198e+00,-2.997153e+00,8.781194e-01,2.129654e+00,8.781194e-01,-5.551115e-17,-6.007144e-01,-1.001162e+00,-1.246270e+00,-0.000000e+00,0.000000e+00,-1.467885e+00,5.408337e-01,-2.714155e+00,-1.081667e-01,5.408337e-01,-1.185216e+00,4.177906e-01,0.000000e+00,-1.092812e+00,0.000000e+00,-7.526380e-01,1.836530e-01,7.130958e-01,3.810150e-01,0.000000e+00,9.429105e-01,1.287104e+00,0.000000e+00,1.668119e+00,2.655204e-01,9.429105e-01,7.589606e-01,1.656006e+00,-1.371714e+01,-1.187243e+01,-1.371714e+01,0.000000e+00,2.216417e-08,1.350664e+00,-2.216306e-01,0.000000e+00,0.000000e+00,1.110350e+01,1.156927e+01,1.088187e+01,8.416763e-01,1.156927e+01,-9.905588e-01,-7.972082e-01,3.019668e-02,3.019668e-02,-1.684532e-01,-1.684532e-01,0.000000e+00,-6.108652e-01,9.424778e+01,1.274096e+00,1.274096e+00,-2.673751e-02,-2.673751e-02,-6.762595e-02,-5.004088e-02,5.927165e-01,8.010055e-01,1.572195e-01,1.572195e-01,1.000000e+01,-0.000000e+00,-0.000000e+00,8.466665e-01,8.466665e-01,-2.043232e-01,-2.043232e-01,-3.495879e-02,-3.495879e-02,9.963076e+00,9.963076e+00,3.271853e+00,3.271853e+00,0.000000e+00,0.000000e+00
-8.048221e+00,-3.218904e+01,-8.048221e+00,0.000000e+00,2.178422e+01,-5.983275e+00,2.568723e+00,9.270083e+00,9.270083e+00,5.317032e+00,-2.607062e+00,7.885756e+00,6.663021e+00,6.663021e+00,-2.519063e+00,-7.368475e+00,3.161021e+01,9.068132e-01,3.161021e+01,-2.220446e-16,-1.250950e+01,-2.428052e+01,8.907082e+00,0.000000e+00,0.000000e+00,-4.246696e+00,-6.372335e+00,4.660386e+00,-6.372335e+00,-6.372335e+00,-6.942296e+00,9.573558e-01,0.000000e+00,-5.198304e+00,0.000000e+00,4.150810e+00,1.308200e+00,-2.721791e+00,-2.572965e-16,0.000000e+00,0.000000e+00,1.047932e+00,0.000000e+00,1.047932e+00,0.000000e+00,0.000000e+00,-2.842172e+00,-2.721791e+00,8.310677e-01,2.117035e+00,8.310677e-01,5.551115e-17,-6.933202e-01,-9.955011e-01,-1.256372e+00,-0.000000e+00,0.000000e+00,-1.455678e+00,5.416484e-01,-2.712049e+00,-1.083297e-01,5.416484e-01,-1.288335e+00,3.772150e-01,0.000000e+00,-1.094434e+00,0.000000e+00,-7.419500e-01,1.999474e-01,8.182549e-01,3.623264e-01,0.000000e+00,9.455485e-01,1.255441e+00,0.000000e+00,1.617767e+00,2.659204e-01,9.455485e-01,7.232811e-01,1.763803e+00,-1.384632e+01,-1.201337e+01,-1.384632e+01,-1.110223e-16,2.528588e-08,1.356970e+00,-2.179988e-01,0.000000e+00,0.000000e+00,1.112597e+01,1.158670e+01,1.090797e+01,8.429443e-01,1.158670e+01,-1.105403e+00,-9.026491e-01,3.477777e-02,3.477777e-02,-1.652006e-01,-1.652006e-01,0.000000e+00,-6.108652e-01,9.424778e+01,1.290024e+00,1.290024e+00,-2.615777e-02,-2.615777e-02,-6.593025e-02,-4.960349e-02,5.991581e-01,7.963682e-01,1.568964e-01,1.568964e-01,1.010000e+01,-1.387779e-17,-1.387779e-17,8.427176e-01,8.427176e-01,-2.038289e-01,-2.038289e-01,-3.422013e-02,-3.422013e-02,1.000697e+01,1.000697e+01,3.346930e+00,3.346930e+00,0.000000e+00,0.000000e+00
-7.991524e+00,-3.209245e+01,-7.991524e+00,0.000000e+00,2.181216e+01,-5.948151e+00,2.433730e+00,9.296051e+00,9.296051e+00,5.396932e+00,-2.611628e+00,7.830662e+00,6.684423e+00,6.684423e+00,-2.449625e+00,-7.255252e+00,3.149433e+01,4.251921e-01,3.149433e+01,-1.110223e-16,-1.207996e+01,-2.413317e+01,8.971819e+00,0.000000e+00,0.000000e+00,-4.170002e+00,-6.383494e+00,4.801816e+00,-6.383494e+00,-6.383494e+00,-6.852955e+00,9.776694e-01,0.000000e+00,-5.064699e+00,0.000000e+00,4.036546e+00,1.457359e+00,-2.455527e+00,-2.580173e-16,0.000000e+00,0.000000e+00,1.026549e+00,0.000000e+00,1.026549e+00,0.000000e+00,0.000000e+00,-2.580790e+00,-2.455527e+00,7.774779e-01,2.097022e+00,7.774779e-01,0.000000e+00,-7.758153e-01,-9.894598e-01,-1.266272e+00,-0.000000e+00,0.000000e+00,-1.438355e+00,5.425970e-01,-2.704627e+00,-1.085194e-01,5.425970e-01,-1.383420e+00,3.306150e-01,0.000000e+00,-1.101204e+00,0.000000e+00,-7.334177e-01,2.104507e-01,9.120325e-01,3.434939e-01,0.000000e+00,9.481973e-01,1.223561e+00,0.000000e+00,1.567055e+00,2.663861e-01,9.481973e-01,6.763020e-01,1.860230e+00,-1.397331e+01,-1.215345e+01,-1.397331e+01,-1.110223e-16,2.791269e-08,1.360061e+00,-2.137745e-01,0.000000e+00,0.000000e+00,1.115182e+01,1.160699e+01,1.093805e+01,8.444205e-01,1.160699e+01,-1.215399e+00,-1.006256e+00,3.885739e-02,3.885739e-02,-1.615144e-01,-1.615144e-01,0.000000e+00,-6.108652e-01,9.424778e+01,1.305907e+00,1.305907e+00,-2.550410e-02,-2.550410e-02,-6.407516e-02,-4.900950e-02,6.055549e-01,7.917043e-01,1.565306e-01,1.565306e-01,1.020000e+01,-0.000000e+00,-0.000000e+00,8.388284e-01,8.388284e-01,-2.033501e-01,-2.033501e-01,-3.339220e-02,-3.339220e-02,1.004950e+01,1.004950e+01,3.422335e+00,3.422335e+00,0.000000e+00,0.000000e+00
-7.933681e+00,-3.198427e+01,-7.933681e+00,-8.881784e-16,2.182689e+01,-5.911530e+00,2.297800e+00,9.322133e+00,9.322133e+00,5.477200e+00,-2.616847e+00,7.774999e+00,6.705286e+00,6.705286e+00,-2.382376e+00,-7.139925e+00,3.137278e+01,-5.151302e-02,3.137278e+01,-1.110223e-16,-1.165110e+01,-2.397658e+01,9.034505e+00,0.000000e+00,0.000000e+00,-4.093208e+00,-6.396251e+00,4.941298e+00,-6.396251e+00,-6.396251e+00,-6.761312e+00,9.999510e-01,0.000000e+00,-4.919197e+00,0.000000e+00,3.912385e+00,1.584538e+00,-2.202187e+00,1.293706e-16,0.000000e+00,0.000000e+00,1.002921e+00,0.000000e+00,1.002921e+00,0.000000e+00,0.000000e+00,-2.331738e+00,-2.202187e+00,7.182450e-01,2.070177e+00,7.182450e-01,5.551115e-17,-8.467442e-01,-9.830396e-01,-1.275954e+00,-0.000000e+00,0.000000e+00,-1.416410e+00,5.436813e-01,-2.692364e+00,-1.087363e-01,5.436813e-01,-1.468931e+00,2.788867e-01,0.000000e+00,-1.112644e+00,0.000000e+00,-7.273616e-01,2.153575e-01,9.929557e-01,3.245210e-01,0.000000e+00,9.508576e-01,1.191830e+00,0.000000e+00,1.516351e+00,2.669184e-01,9.508576e-01,6.190643e-01,1.943813e+00,-1.409569e+01,-1.229011e+01,-1.409569e+01,-2.220446e-16,3.002595e-08,1.359800e+00,-2.090223e-01,0.000000e+00,0.000000e+00,1.118098e+01,1.163019e+01,1.097196e+01,8.461080e-01,1.163019e+01,-1.318152e+00,-1.105699e+00,4.237171e-02,4.237171e-02,-1.574480e-01,-1.574480e-01,0.000000e+00,-6.108652e-01,9.424778e+01,1.321741e+00,1.321741e+00,-2.478645e-02,-2.478645e-02,-6.208512e-02,-4.827122e-02,6.119032e-01,7.870132e-01,1.561232e-01,1.561232e-01,1.030000e+01,-2.775558e-17,-2.775558e-17,8.349999e-01,8.349999e-01,-2.028891e-01,-2.028891e-01,-3.248693e-02,-3.248693e-02,1.009067e+01,1.009067e+01,3.498048e+00,3.498048e+00,0.000000e+00,0.000000e+00
-7.874844e+00,-3.186422e+01,-7.874844e+00,-8.881784e-16,2.182904e+01,-5.873727e+00,2.161009e+00,9.348329e+00,9.348329e+00,5.557765e+00,-2.622716e+00,7.718774e+00,6.725613e+00,6.725613e+00,-2.316410e+00,-7.022959e+00,3.124553e+01,-5.231113e-01,3.124553e+01,2.220446e-16,-1.122385e+01,-2.381109e+01,9.095124e+00,0.000000e+00,0.000000e+00,-4.016261e+00,-6.410596e+00,5.078864e+00,-6.410596e+00,-6.410596e+00,-6.668094e+00,1.023845e+00,0.000000e+00,-4.763810e+00,0.000000e+00,3.780022e+00,1.687995e+00,-1.965309e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.773833e-01,0.000000e+00,9.773833e-01,0.000000e+00,0.000000e+00,-2.098432e+00,-1.965309e+00,6.543462e-01,2.037215e+00,6.543462e-01,-5.551115e-17,-9.049124e-01,-9.762546e-01,-1.285398e+00,-0.000000e+00,0.000000e+00,-1.390411e+00,5.449006e-01,-2.675808e+00,-1.089801e-01,5.449006e-01,-1.543505e+00,2.229922e-01,0.000000e+00,-1.128212e+00,0.000000e+00,-7.239960e-01,2.150079e-01,1.059823e+00,3.054115e-01,0.000000e+00,9.535295e-01,1.160585e+00,0.000000e+00,1.465996e+00,2.675170e-01,9.535295e-01,5.527921e-01,2.013353e+00,-1.421125e+01,-1.242099e+01,-1.421125e+01,0.000000e+00,3.163330e-08,1.356173e+00,-2.038152e-01,0.000000e+00,0.000000e+00,1.121327e+01,1.165627e+01,1.100946e+01,8.480055e-01,1.165627e+01,-1.411531e+00,-1.198808e+00,4.526762e-02,4.526762e-02,-1.530607e-01,-1.530607e-01,0.000000e+00,-6.108652e-01,9.424778e+01,1.337521e+00,1.337521e+00,-2.401578e-02,-2.401578e-02,-5.998639e-02,-4.740357e-02,6.181992e-01,7.822942e-01,1.556764e-01,1.556764e-01,1.040000e+01,-0.000000e+00,-0.000000e+00,8.312332e-01,8.312332e-01,-2.024475e-01,-2.024475e-01,-3.151739e-02,-3.151739e-02,1.013049e+01,1.013049e+01,3.574047e+00,3.574047e+00,0.000000e+00,0.000000e+00
-7.815197e+00,-3.173221e+01,-7.815197e+00,0.000000e+00,2.181939e+01,-5.835076e+00,2.023430e+00,9.374628e+00,9.374628e+00,5.638527e+00,-2.629217e+00,7.661957e+00,6.745411e+00,6.745411e+00,-2.250860e+00,-6.904863e+00,3.111272e+01,-9.894054e-01,3.111272e+01,0.000000e+00,-1.079915e+01,-2.363734e+01,9.153654e+00,0.000000e+00,0.000000e+00,-3.939093e+00,-6.426487e+00,5.214561e+00,-6.426487e+00,-6.426487e+00,-6.573994e+00,1.048891e+00,0.000000e+00,-4.600706e+00,0.000000e+00,3.641288e+00,1.766433e+00,-1.748090e+00,-1.300991e-16,0.000000e+00,0.000000e+00,9.502988e-01,0.000000e+00,9.502988e-01,0.000000e+00,0.000000e+00,-1.883975e+00,-1.748090e+00,5.868222e-01,1.998993e+00,5.868222e-01,1.387779e-17,-9.494051e-01,-9.691309e-01,-1.294582e+00,-0.000000e+00,0.000000e+00,-1.360984e+00,5.462514e-01,-2.655567e+00,-1.092503e-01,5.462514e-01,-1.605979e+00,1.639426e-01,0.000000e+00,-1.147308e+00,0.000000e+00,-7.234280e-01,2.098675e-01,1.111721e+00,2.861695e-01,0.000000e+00,9.562121e-01,1.130133e+00,0.000000e+00,1.416302e+00,2.681802e-01,9.562121e-01,4.788618e-01,2.067933e+00,-1.431808e+01,-1.254398e+01,-1.431808e+01,-2.220446e-16,3.276065e-08,1.349284e+00,-1.982333e-01,0.000000e+00,0.000000e+00,1.124850e+01,1.168516e+01,1.105026e+01,8.501077e-01,1.168516e+01,-1.493721e+00,-1.283627e+00,4.750331e-02,4.750331e-02,-1.484165e-01,-1.484165e-01,0.000000e+00,-6.108652e-01,9.424778e+01,1.353243e+00,1.353243e+00,-2.320384e-02,-2.320384e-02,-5.780653e-02,-4.642378e-02,6.244392e-01,7.775467e-01,1.551930e-01,1.551930e-01,1.050000e+01,1.387779e-17,1.387779e-17,8.275291e-01,8.275291e-01,-2.020271e-01,-2.020271e-01,-3.049752e-02,-3.049752e-02,1.016897e+01,1.016897e+01,3.650312e+00,3.650312e+00,0.000000e+00,0.000000e+00
-7.754951e+00,-3.158828e+01,-7.754951e+00,-8.881784e-16,2.179886e+01,-5.795916e+00,1.885129e+00,9.401015e+00,9.401015e+00,5.719362e+00,-2.636322e+00,7.604491e+00,6.764693e+00,6.764693e+00,-2.184931e+00,-6.786174e+00,3.097463e+01,-1.450198e+00,3.097463e+01,-2.220446e-16,-1.037790e+01,-2.345622e+01,9.210069e+00,0.000000e+00,0.000000e+00,-3.861625e+00,-6.443853e+00,5.348444e+00,-6.443853e+00,-6.443853e+00,-6.479652e+00,1.074552e+00,0.000000e+00,-4.432166e+00,0.000000e+00,3.498110e+00,1.819002e+00,-1.553338e+00,1.304653e-16,0.000000e+00,0.000000e+00,9.220522e-01,0.000000e+00,9.220522e-01,0.000000e+00,0.000000e+00,-1.691111e+00,-1.553338e+00,5.167578e-01,1.956493e+00,5.167578e-01,6.938894e-18,-9.795976e-01,-9.617052e-01,-1.303487e+00,-0.000000e+00,0.000000e+00,-1.328814e+00,5.477275e-01,-2.632301e+00,-1.095455e-01,5.477275e-01,-1.655405e+00,1.027802e-01,0.000000e+00,-1.169275e+00,0.000000e+00,-7.256613e-01,2.005053e-01,1.148030e+00,2.667994e-01,0.000000e+00,9.589035e-01,1.100742e+00,0.000000e+00,1.367541e+00,2.689049e-01,9.589035e-01,3.987715e-01,2.106933e+00,-1.441456e+01,-1.265728e+01,-1.441456e+01,0.000000e+00,3.344308e-08,1.339344e+00,-1.923626e-01,0.000000e+00,0.000000e+00,1.128638e+01,1.171674e+01,1.109402e+01,8.524049e-01,1.171674e+01,-1.563258e+00,-1.358470e+00,4.904880e-02,4.904880e-02,-1.435830e-01,-1.435830e-01,0.000000e+00,-6.108652e-01,9.424778e+01,1.368904e+00,1.368904e+00,-2.236284e-02,-2.236284e-02,-5.557385e-02,-4.535109e-02,6.306198e-01,7.727700e-01,1.546767e-01,1.546767e-01,1.060000e+01,-1.387779e-17,-1.387779e-17,8.238880e-01,8.238880e-01,-2.016289e-01,-2.016289e-01,-2.944189e-02,-2.944189e-02,1.020612e+01,1.020612e+01,3.726825e+00,3.726825e+00,0.000000e+00,0.000000e+00
-7.694334e+00,-3.143268e+01,-7.694334e+00,0.000000e+00,2.176846e+01,-5.756581e+00,1.746167e+00,9.427466e+00,9.427466e+00,5.800120e+00,-2.643990e+00,7.546287e+00,6.783476e+00,6.783476e+00,-2.117928e+00,-6.667439e+00,3.083168e+01,-1.905301e+00,3.083168e+01,-4.440892e-16,-9.960919e+00,-2.326884e+01,9.264341e+00,0.000000e+00,0.000000e+00,-3.783767e+00,-6.462595e+00,5.480574e+00,-6.462595e+00,-6.462595e+00,-6.385646e+00,1.100250e+00,0.000000e+00,-4.260530e+00,0.000000e+00,3.352468e+00,1.845296e+00,-1.383422e+00,2.616647e-16,0.000000e+00,0.000000e+00,8.930449e-01,0.000000e+00,8.930449e-01,0.000000e+00,0.000000e+00,-1.522189e+00,-1.383422e+00,4.452634e-01,1.910801e+00,4.452634e-01,1.301043e-17,-9.951580e-01,-9.540224e-01,-1.312091e+00,-0.000000e+00,0.000000e+00,-1.294624e+00,5.493205e-01,-2.606715e+00,-1.098641e-01,5.493205e-01,-1.691072e+00,4.056160e-02,0.000000e+00,-1.193406e+00,0.000000e+00,-7.306063e-01,1.875700e-01,1.168430e+00,2.473063e-01,0.000000e+00,9.616015e-01,1.072639e+00,0.000000e+00,1.319945e+00,2.696870e-01,9.616015e-01,3.141090e-01,2.130032e+00,-1.449942e+01,-1.275939e+01,-1.449942e+01,0.000000e+00,3.371619e-08,1.326650e+00,-1.862934e-01,0.000000e+00,0.000000e+00,1.132663e+01,1.175082e+01,1.114034e+01,8.548841e-01,1.175082e+01,-1.619054e+00,-1.421954e+00,4.988615e-02,4.988615e-02,-1.386304e-01,-1.386304e-01,0.000000e+00,-6.108652e-01,9.424778e+01,1.384499e+00,1.384499e+00,-2.150527e-02,-2.150527e-02,-5.331694e-02,-4.420642e-02,6.367379e-01,7.679635e-01,1.541316e-01,1.541316e-01,1.070000e+01,2.775558e-17,2.775558e-17,8.203100e-01,8.203100e-01,-2.012537e-01,-2.012537e-01,-2.836541e-02,-2.836541e-02,1.024194e+01,1.024194e+01,3.803564e+00,3.803564e+00,0.000000e+00,0.000000e+00
-7.633591e+00,-3.126578e+01,-7.633591e+00,0.000000e+00,2.172927e+01,-5.717396e+00,1.606601e+00,9.453950e+00,9.453950e+00,5.880635e+00,-2.652170e+00,7.487236e+00,6.801780e+00,6.801780e+00,-2.049273e+00,-6.549207e+00,3.068443e+01,-2.354542e+00,3.068443e+01,0.000000e+00,-9.548956e+00,-2.307644e+01,9.316437e+00,0.000000e+00,0.000000e+00,-3.705421e+00,-6.482590e+00,5.611016e+00,-6.482590e+00,-6.482590e+00,-6.292482e+00,1.125397e+00,0.000000e+00,-4.088157e+00,0.000000e+00,3.206347e+00,1.845338e+00,-1.240247e+00,-1.311999e-16,0.000000e+00,0.000000e+00,8.636903e-01,0.000000e+00,8.636903e-01,0.000000e+00,0.000000e+00,-1.379129e+00,-1.240247e+00,3.734556e-01,1.863072e+00,3.734556e-01,1.387779e-17,-9.960428e-01,-9.461342e-01,-1.320373e+00,-0.000000e+00,0.000000e+00,-1.259172e+00,5.510201e-01,-2.579546e+00,-1.102040e-01,5.510201e-01,-1.712516e+00,-2.165849e-02,0.000000e+00,-1.218946e+00,0.000000e+00,-7.380937e-01,1.717656e-01,1.172894e+00,2.276958e-01,0.000000e+00,9.643029e-01,1.046004e+00,0.000000e+00,1.273700e+00,2.705214e-01,9.643029e-01,2.265196e-01,2.137197e+00,-1.457176e+01,-1.284920e+01,-1.457176e+01,-2.220446e-16,3.360950e-08,1.311562e+00,-1.801187e-01,0.000000e+00,0.000000e+00,1.136891e+01,1.178717e+01,1.118879e+01,8.575290e-01,1.178717e+01,-1.660402e+00,-1.473022e+00,5.000950e-02,5.000950e-02,-1.336296e-01,-1.336296e-01,0.000000e+00,-6.108652e-01,9.424778e+01,1.400028e+00,1.400028e+00,-2.064355e-02,-2.064355e-02,-5.106418e-02,-4.301198e-02,6.427909e-01,7.631267e-01,1.535627e-01,1.535627e-01,1.080000e+01,-0.000000e+00,-0.000000e+00,8.167951e-01,8.167951e-01,-2.009020e-01,-2.009020e-01,-2.728309e-02,-2.728309e-02,1.027645e+01,1.027645e+01,3.880513e+00,3.880513e+00,0.000000e+00,0.000000e+00
-7.572972e+00,-3.108813e+01,-7.572972e+00,0.000000e+00,2.168241e+01,-5.678664e+00,1.466482e+00,9.480432e+00,9.480432e+00,5.960726e+00,-2.660805e+00,7.427208e+00,6.819628e+00,6.819628e+00,-1.978515e+00,-6.432008e+00,3.053352e+01,-2.797776e+00,3.053352e+01,-2.220446e-16,-9.142652e+00,-2.288040e+01,9.366324e+00,0.000000e+00,0.000000e+00,-3.626489e+00,-6.503694e+00,5.739835e+00,-6.503694e+00,-6.503694e+00,-6.200593e+00,1.149425e+00,0.000000e+00,-3.917373e+00,0.000000e+00,3.061700e+00,1.819570e+00,-1.125227e+00,1.315674e-16,0.000000e+00,0.000000e+00,8.344076e-01,0.000000e+00,8.344076e-01,0.000000e+00,0.000000e+00,-1.263396e+00,-1.125227e+00,3.024388e-01,1.814501e+00,3.024388e-01,0.000000e+00,-9.824861e-01,-9.380962e-01,-1.328315e+00,-0.000000e+00,0.000000e+00,-1.223236e+00,5.528140e-01,-2.551552e+00,-1.105628e-01,5.528140e-01,-1.719536e+00,-8.284339e-02,0.000000e+00,-1.245098e+00,0.000000e+00,-7.478912e-01,1.538274e-01,1.161676e+00,2.079738e-01,0.000000e+00,9.670041e-01,1.020970e+00,0.000000e+00,1.228944e+00,2.714021e-01,9.670041e-01,1.376739e-01,2.128680e+00,-1.463100e+01,-1.292591e+01,-1.463100e+01,0.000000e+00,3.314257e-08,1.294486e+00,-1.739331e-01,0.000000e+00,0.000000e+00,1.141287e+01,1.182555e+01,1.123894e+01,8.603208e-01,1.182555e+01,-1.686970e+00,-1.510960e+00,4.942504e-02,4.942504e-02,-1.286521e-01,-1.286521e-01,0.000000e+00,-6.108652e-01,9.424778e+01,1.415488e+00,1.415488e+00,-1.978985e-02,-1.978985e-02,-4.884320e-02,-4.179088e-02,6.487765e-01,7.582591e-01,1.529749e-01,1.529749e-01,1.090000e+01,-1.387779e-17,-1.387779e-17,8.133428e-01,8.133428e-01,-2.005738e-01,-2.005738e-01,-2.620976e-02,-2.620976e-02,1.030967e+01,1.030967e+01,3.957650e+00,3.957650e+00,0.000000e+00,0.000000e+00
