Fx(MMG maneuvering ship MMG maneuvering),Fx(MMG maneuvering ship NED),Fx(MMG maneuvering ship ship),Fx(blocked states ship ship),Fx(fictitious forces ship NED),Fx(fictitious forces ship ship),Fx(propellerAndRudder(propeller) ship NED),Fx(propellerAndRudder(propeller) ship propellerAndRudder),Fx(propellerAndRudder(propeller) ship ship),Fx(propellerAndRudder(rudder) ship NED),Fx(propellerAndRudder(rudder) ship ship),Fx(propellerAndRudder ship NED),Fx(propellerAndRudder ship propellerAndRudder),Fx(propellerAndRudder ship ship),Fx(sum of forces ship NED),Fx(sum of forces ship ship),Fy(MMG maneuvering ship MMG maneuvering),Fy(MMG maneuvering ship NED),Fy(MMG maneuvering ship ship),Fy(blocked states ship ship),Fy(fictitious forces ship NED),Fy(fictitious forces ship ship),Fy(propellerAndRudder(propeller) ship NED),Fy(propellerAndRudder(propeller) ship propellerAndRudder),Fy(propellerAndRudder(propeller) ship ship),Fy(propellerAndRudder(rudder) ship NED),Fy(propellerAndRudder(rudder) ship ship),Fy(propellerAndRudder ship NED),Fy(propellerAndRudder ship propellerAndRudder),Fy(propellerAndRudder ship ship),Fy(sum of forces ship NED),Fy(sum of forces ship ship),Fz(MMG maneuvering ship MMG maneuvering),Fz(MMG maneuvering ship NED),Fz(MMG maneuvering ship ship),Fz(blocked states ship ship),Fz(fictitious forces ship NED),Fz(fictitious forces ship ship),Fz(propellerAndRudder(propeller) ship NED),Fz(propellerAndRudder(propeller) ship propellerAndRudder),Fz(propellerAndRudder(propeller) ship ship),Fz(propellerAndRudder(rudder) ship NED),Fz(propellerAndRudder(rudder) ship ship),Fz(propellerAndRudder ship NED),Fz(propellerAndRudder ship propellerAndRudder),Fz(propellerAndRudder ship ship),Fz(sum of forces ship NED),Fz(sum of forces ship ship),Mx(MMG maneuvering ship MMG maneuvering),Mx(MMG maneuvering ship NED),Mx(MMG maneuvering ship ship),Mx(blocked states ship ship),Mx(fictitious forces ship NED),Mx(fictitious forces ship ship),Mx(propellerAndRudder(propeller) ship NED),Mx(propellerAndRudder(propeller) ship propellerAndRudder),Mx(propellerAndRudder(propeller) ship ship),Mx(propellerAndRudder(rudder) ship NED),Mx(propellerAndRudder(rudder) ship ship),Mx(propellerAndRudder ship NED),Mx(propellerAndRudder ship propellerAndRudder),Mx(propellerAndRudder ship ship),Mx(sum of forces ship NED),Mx(sum of forces ship ship),My(MMG maneuvering ship MMG maneuvering),My(MMG maneuvering ship NED),My(MMG maneuvering ship ship),My(blocked states ship ship),My(fictitious forces ship NED),My(fictitious forces ship ship),My(propellerAndRudder(propeller) ship NED),My(propellerAndRudder(propeller) ship propellerAndRudder),My(propellerAndRudder(propeller) ship ship),My(propellerAndRudder(rudder) ship NED),My(propellerAndRudder(rudder) ship ship),My(propellerAndRudder ship NED),My(propellerAndRudder ship propellerAndRudder),My(propellerAndRudder ship ship),My(sum of forces ship NED),My(sum of forces ship ship),Mz(MMG maneuvering ship MMG maneuvering),Mz(MMG maneuvering ship NED),Mz(MMG maneuvering ship ship),Mz(blocked states ship ship),Mz(fictitious forces ship NED),Mz(fictitious forces ship ship),Mz(propellerAndRudder(propeller) ship NED),Mz(propellerAndRudder(propeller) ship propellerAndRudder),Mz(propellerAndRudder(propeller) ship ship),Mz(propellerAndRudder(rudder) ship NED),Mz(propellerAndRudder(rudder) ship ship),Mz(propellerAndRudder ship NED),Mz(propellerAndRudder ship propellerAndRudder),Mz(propellerAndRudder ship ship),Mz(sum of forces ship NED),Mz(sum of forces ship ship),p(ship),p_filtered(ship),phi(ship),phi_filtered(ship),propellerAndRudder(P/D),propellerAndRudder(beta),propellerAndRudder(rpm),psi(ship),psi_filtered(ship),q(ship),q_filtered(ship),qi(ship),qj(ship),qk(ship),qr(ship),r(ship),r_filtered(ship),t,theta(ship),theta_filtered(ship),u(ship),u_filtered(ship),v(ship),v_filtered(ship),w(ship),w_filtered(ship),x(ship),x_filtered(ship),y(ship),y_filtered(ship),z(ship),z_filtered(ship)
-3.926909e+01,-1.594893e+02,-3.926909e+01,0.000000e+00,1.385175e+02,-3.781477e+01,-1.504852e+01,4.652501e+01,4.652501e+01,3.612672e+01,-1.123414e+01,2.107821e+01,3.529086e+01,3.529086e+01,1.064589e-01,-4.179301e+01,-1.819728e+02,9.601730e+01,-1.819728e+02,-1.776357e-15,-7.385752e+00,1.334605e+02,-4.402407e+01,0.000000e+00,0.000000e+00,-4.766689e-01,3.433892e+01,-4.450073e+01,3.433892e+01,3.433892e+01,4.413081e+01,-1.417338e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,9.205523e+01,1.375484e+02,9.205523e+01,0.000000e+00,0.000000e+00,3.336512e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.267131e+02,-1.181284e+02,-1.267131e+02,-3.470743e+00,-1.181284e+02,1.083531e+01,7.291965e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,-1.900170e+00,-1.900170e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.134648e-01,5.816141e-01,-6.298821e-02,-6.298821e-02,3.220000e+01,0.000000e+00,0.000000e+00,6.479562e-01,6.479562e-01,1.835923e-01,1.835923e-01,0.000000e+00,0.000000e+00,2.318530e+01,2.318530e+01,-1.377518e+01,-1.377518e+01,0.000000e+00,0.000000e+00
-3.916126e+01,-1.585164e+02,-3.916126e+01,0.000000e+00,1.380959e+02,-3.773130e+01,-1.533216e+01,4.654556e+01,4.654556e+01,3.610669e+01,-1.122907e+01,2.077453e+01,3.531648e+01,3.531648e+01,3.540852e-01,-4.157608e+01,-1.815483e+02,9.677791e+01,-1.815483e+02,-1.776357e-15,-8.216203e+00,1.330952e+02,-4.394785e+01,0.000000e+00,0.000000e+00,-7.037921e-01,3.432341e+01,-4.465164e+01,3.432341e+01,3.432341e+01,4.391006e+01,-1.412970e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,9.204862e+01,1.374357e+02,9.204862e+01,1.776357e-15,0.000000e+00,3.327381e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.266559e+02,-1.180750e+02,-1.266559e+02,-3.469176e+00,-1.180750e+02,1.077981e+01,7.247382e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,-1.906466e+00,-1.906466e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.152917e-01,5.790505e-01,-6.293091e-02,-6.293091e-02,3.230000e+01,0.000000e+00,0.000000e+00,6.467713e-01,6.467713e-01,1.833538e-01,1.833538e-01,0.000000e+00,0.000000e+00,2.318151e+01,2.318151e+01,-1.384236e+01,-1.384236e+01,0.000000e+00,0.000000e+00
-3.905408e+01,-1.575427e+02,-3.905408e+01,0.000000e+00,1.376718e+02,-3.764825e+01,-1.561515e+01,4.656600e+01,4.656600e+01,3.608536e+01,-1.122404e+01,2.047021e+01,3.534196e+01,3.534196e+01,5.993507e-01,-4.136037e+01,-1.811261e+02,9.753053e+01,-1.811261e+02,-1.776357e-15,-9.041247e+00,1.327324e+02,-4.386980e+01,0.000000e+00,0.000000e+00,-9.304790e-01,3.430802e+01,-4.480028e+01,3.430802e+01,3.430802e+01,4.368901e+01,-1.408575e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,9.204204e+01,1.373236e+02,9.204204e+01,1.776357e-15,0.000000e+00,3.318309e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.265991e+02,-1.180221e+02,-1.265991e+02,-3.467620e+00,-1.180221e+02,1.072447e+01,7.203037e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,-1.912756e+00,-1.912756e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.171089e-01,5.764834e-01,-6.287392e-02,-6.287392e-02,3.240000e+01,0.000000e+00,0.000000e+00,6.455925e-01,6.455925e-01,1.831161e-01,1.831161e-01,0.000000e+00,0.000000e+00,2.317731e+01,2.317731e+01,-1.390940e+01,-1.390940e+01,0.000000e+00,0.000000e+00
-3.894756e+01,-1.565682e+02,-3.894756e+01,0.000000e+00,1.372452e+02,-3.756562e+01,-1.589748e+01,4.658632e+01,4.658632e+01,3.606273e+01,-1.121904e+01,2.016525e+01,3.536729e+01,3.536729e+01,8.422596e-01,-4.114589e+01,-1.807061e+02,9.827523e+01,-1.807061e+02,-1.776357e-15,-9.860906e+00,1.323718e+02,-4.378990e+01,0.000000e+00,0.000000e+00,-1.156724e+00,3.429274e+01,-4.494663e+01,3.429274e+01,3.429274e+01,4.346769e+01,-1.404155e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,9.203550e+01,1.372120e+02,9.203550e+01,0.000000e+00,0.000000e+00,3.309296e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.265427e+02,-1.179695e+02,-1.265427e+02,-3.466076e+00,-1.179695e+02,1.066932e+01,7.158930e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,-1.919040e+00,-1.919040e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.189163e-01,5.739130e-01,-6.281724e-02,-6.281724e-02,3.250000e+01,0.000000e+00,0.000000e+00,6.444199e-01,6.444199e-01,1.828791e-01,1.828791e-01,0.000000e+00,0.000000e+00,2.317271e+01,2.317271e+01,-1.397628e+01,-1.397628e+01,0.000000e+00,0.000000e+00
-3.884167e+01,-1.555930e+02,-3.884167e+01,0.000000e+00,1.368161e+02,-3.748342e+01,-1.617914e+01,4.660654e+01,4.660654e+01,3.603881e+01,-1.121407e+01,1.985967e+01,3.539247e+01,3.539247e+01,1.082816e+00,-4.093263e+01,-1.802883e+02,9.901202e+01,-1.802883e+02,0.000000e+00,-1.067520e+01,1.320136e+02,-4.370818e+01,0.000000e+00,0.000000e+00,-1.382522e+00,3.427756e+01,-4.509071e+01,3.427756e+01,3.427756e+01,4.324612e+01,-1.399711e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,9.202898e+01,1.371011e+02,9.202898e+01,0.000000e+00,0.000000e+00,3.300341e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.264867e+02,-1.179173e+02,-1.264867e+02,-3.464542e+00,-1.179173e+02,1.061434e+01,7.115062e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,-1.925319e+00,-1.925319e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.207140e-01,5.713392e-01,-6.276088e-02,-6.276088e-02,3.260000e+01,0.000000e+00,0.000000e+00,6.432533e-01,6.432533e-01,1.826428e-01,1.826428e-01,0.000000e+00,0.000000e+00,2.316771e+01,2.316771e+01,-1.404302e+01,-1.404302e+01,0.000000e+00,0.000000e+00
-3.873644e+01,-1.546171e+02,-3.873644e+01,0.000000e+00,1.363846e+02,-3.740164e+01,-1.646011e+01,4.662665e+01,4.662665e+01,3.601359e+01,-1.120915e+01,1.955348e+01,3.541751e+01,3.541751e+01,1.321025e+00,-4.072057e+01,-1.798727e+02,9.974097e+01,-1.798727e+02,-1.776357e-15,-1.148416e+01,1.316578e+02,-4.362464e+01,0.000000e+00,0.000000e+00,-1.607868e+00,3.426250e+01,-4.523251e+01,3.426250e+01,3.426250e+01,4.302430e+01,-1.395244e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,9.202250e+01,1.369907e+02,9.202250e+01,1.776357e-15,-5.684342e-14,3.291444e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.264311e+02,-1.178655e+02,-1.264311e+02,-3.463020e+00,-1.178655e+02,1.055954e+01,7.071433e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,-1.931593e+00,-1.931593e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.225021e-01,5.687621e-01,-6.270482e-02,-6.270482e-02,3.270000e+01,0.000000e+00,0.000000e+00,6.420928e-01,6.420928e-01,1.824072e-01,1.824072e-01,0.000000e+00,0.000000e+00,2.316231e+01,2.316231e+01,-1.410961e+01,-1.410961e+01,0.000000e+00,0.000000e+00
-3.863183e+01,-1.536406e+02,-3.863183e+01,0.000000e+00,1.359508e+02,-3.732029e+01,-1.674039e+01,4.664665e+01,4.664665e+01,3.598709e+01,-1.120425e+01,1.924671e+01,3.544240e+01,3.544240e+01,1.556892e+00,-4.050972e+01,-1.794593e+02,1.004621e+02,-1.794593e+02,-1.776357e-15,-1.228779e+01,1.313042e+02,-4.353929e+01,0.000000e+00,0.000000e+00,-1.832757e+00,3.424755e+01,-4.537204e+01,3.424755e+01,3.424755e+01,4.280226e+01,-1.390755e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,9.201606e+01,1.368809e+02,9.201606e+01,0.000000e+00,5.684342e-14,3.282605e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.263760e+02,-1.178141e+02,-1.263760e+02,-3.461508e+00,-1.178141e+02,1.050493e+01,7.028044e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,-1.937860e+00,-1.937860e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.242804e-01,5.661817e-01,-6.264907e-02,-6.264907e-02,3.280000e+01,0.000000e+00,0.000000e+00,6.409383e-01,6.409383e-01,1.821724e-01,1.821724e-01,0.000000e+00,0.000000e+00,2.315651e+01,2.315651e+01,-1.417605e+01,-1.417605e+01,0.000000e+00,0.000000e+00
-3.852787e+01,-1.526635e+02,-3.852787e+01,7.105427e-15,1.355145e+02,-3.723935e+01,-1.701996e+01,4.666654e+01,4.666654e+01,3.595931e+01,-1.119939e+01,1.893935e+01,3.546715e+01,3.546715e+01,1.790422e+00,-4.030007e+01,-1.790481e+02,1.011755e+02,-1.790481e+02,0.000000e+00,-1.308613e+01,1.309529e+02,-4.345212e+01,0.000000e+00,0.000000e+00,-2.057183e+00,3.423270e+01,-4.550931e+01,3.423270e+01,3.423270e+01,4.258002e+01,-1.386245e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,9.200965e+01,1.367717e+02,9.200965e+01,0.000000e+00,0.000000e+00,3.273823e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.263212e+02,-1.177630e+02,-1.263212e+02,-3.460007e+00,-1.177630e+02,1.045051e+01,6.984895e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,-1.944122e+00,-1.944122e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.260491e-01,5.635981e-01,-6.259363e-02,-6.259363e-02,3.290000e+01,0.000000e+00,0.000000e+00,6.397898e-01,6.397898e-01,1.819383e-01,1.819383e-01,0.000000e+00,0.000000e+00,2.315031e+01,2.315031e+01,-1.424234e+01,-1.424234e+01,0.000000e+00,0.000000e+00
-3.842453e+01,-1.516858e+02,-3.842453e+01,0.000000e+00,1.350760e+02,-3.715883e+01,-1.729882e+01,4.668632e+01,4.668632e+01,3.593026e+01,-1.119457e+01,1.863144e+01,3.549175e+01,3.549175e+01,2.021620e+00,-4.009162e+01,-1.786390e+02,1.018811e+02,-1.786390e+02,-3.552714e-15,-1.387919e+01,1.306039e+02,-4.336316e+01,0.000000e+00,0.000000e+00,-2.281142e+00,3.421796e+01,-4.564430e+01,3.421796e+01,3.421796e+01,4.235758e+01,-1.381716e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,9.200328e+01,1.366630e+02,9.200328e+01,1.776357e-15,0.000000e+00,3.265098e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.262668e+02,-1.177123e+02,-1.262668e+02,-3.458517e+00,-1.177123e+02,1.039628e+01,6.941987e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,-1.950379e+00,-1.950379e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.278082e-01,5.610112e-01,-6.253849e-02,-6.253849e-02,3.300000e+01,0.000000e+00,0.000000e+00,6.386472e-01,6.386472e-01,1.817050e-01,1.817050e-01,0.000000e+00,0.000000e+00,2.314372e+01,2.314372e+01,-1.430847e+01,-1.430847e+01,0.000000e+00,0.000000e+00
-3.832183e+01,-1.507077e+02,-3.832183e+01,0.000000e+00,1.346352e+02,-3.707874e+01,-1.757695e+01,4.670600e+01,4.670600e+01,3.589993e+01,-1.118978e+01,1.832298e+01,3.551622e+01,3.551622e+01,2.250492e+00,-3.988435e+01,-1.782321e+02,1.025790e+02,-1.782321e+02,-3.552714e-15,-1.466701e+01,1.302571e+02,-4.327241e+01,0.000000e+00,0.000000e+00,-2.504628e+00,3.420332e+01,-4.577704e+01,3.420332e+01,3.420332e+01,4.213497e+01,-1.377168e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,9.199695e+01,1.365550e+02,9.199695e+01,0.000000e+00,5.684342e-14,3.256429e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.262127e+02,-1.176619e+02,-1.262127e+02,-3.457038e+00,-1.176619e+02,1.034224e+01,6.899319e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,-1.956630e+00,-1.956630e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.295576e-01,5.584211e-01,-6.248366e-02,-6.248366e-02,3.310000e+01,0.000000e+00,0.000000e+00,6.375105e-01,6.375105e-01,1.814724e-01,1.814724e-01,0.000000e+00,0.000000e+00,2.313674e+01,2.313674e+01,-1.437444e+01,-1.437444e+01,0.000000e+00,0.000000e+00
-3.821975e+01,-1.497291e+02,-3.821975e+01,0.000000e+00,1.341921e+02,-3.699905e+01,-1.785435e+01,4.672557e+01,4.672557e+01,3.586834e+01,-1.118503e+01,1.801399e+01,3.554054e+01,3.554054e+01,2.477045e+00,-3.967826e+01,-1.778274e+02,1.032693e+02,-1.778274e+02,-3.552714e-15,-1.544959e+01,1.299126e+02,-4.317987e+01,0.000000e+00,0.000000e+00,-2.727636e+00,3.418878e+01,-4.590751e+01,3.418878e+01,3.418878e+01,4.191219e+01,-1.372603e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,9.199065e+01,1.364475e+02,9.199065e+01,0.000000e+00,0.000000e+00,3.247816e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.261591e+02,-1.176119e+02,-1.261591e+02,-3.455569e+00,-1.176119e+02,1.028840e+01,6.856892e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,-1.962876e+00,-1.962876e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.312974e-01,5.558278e-01,-6.242913e-02,-6.242913e-02,3.320000e+01,0.000000e+00,0.000000e+00,6.363797e-01,6.363797e-01,1.812406e-01,1.812406e-01,0.000000e+00,0.000000e+00,2.312937e+01,2.312937e+01,-1.444025e+01,-1.444025e+01,0.000000e+00,0.000000e+00
